2024-06-29 04:49:18; INFO; User Session Manager; 6416; 5828] OnSessionChange Start
2024-06-29 10:01:53; INFO; Loopback Stream; 6416; 12892] CallLibrary Start
2024-06-29 10:01:53; INFO; Loopback Stream; 6416; 12892] CallLibrary End
2024-06-29 10:02:24; INFO; Loopback Stream; 6416; 11164] CallLibrary Start
2024-06-29 10:02:24; INFO; Loopback Stream; 6416; 11164] CallLibrary End
2024-06-29 10:02:54; INFO; Loopback Stream; 6416; 21464] CallLibrary Start
2024-06-29 10:02:54; INFO; Loopback Stream; 6416; 21464] CallLibrary End
2024-06-29 10:03:24; INFO; Loopback Stream; 6416; 32112] CallLibrary Start
2024-06-29 10:03:24; INFO; Loopback Stream; 6416; 32112] CallLibrary End
2024-06-29 10:03:54; INFO; Loopback Stream; 6416; 424] CallLibrary Start
2024-06-29 10:03:54; INFO; Loopback Stream; 6416; 424] CallLibrary End
2024-06-29 10:04:24; INFO; Loopback Stream; 6416; 21476] CallLibrary Start
2024-06-29 10:04:24; INFO; Loopback Stream; 6416; 21476] CallLibrary End
2024-06-29 10:04:54; INFO; Loopback Stream; 6416; 33028] CallLibrary Start
2024-06-29 10:04:54; INFO; Loopback Stream; 6416; 33028] CallLibrary End
2024-06-29 10:05:24; INFO; Loopback Stream; 6416; 35036] CallLibrary Start
2024-06-29 10:05:24; INFO; Loopback Stream; 6416; 35036] CallLibrary End
2024-06-29 10:05:54; INFO; Loopback Stream; 6416; 2388] CallLibrary Start
2024-06-29 10:05:54; INFO; Loopback Stream; 6416; 2388] CallLibrary End
2024-06-29 10:06:24; INFO; Loopback Stream; 6416; 11932] CallLibrary Start
2024-06-29 10:06:24; INFO; Loopback Stream; 6416; 11932] CallLibrary End
2024-06-29 10:06:54; INFO; Loopback Stream; 6416; 13644] CallLibrary Start
2024-06-29 10:06:54; INFO; Loopback Stream; 6416; 13644] CallLibrary End
2024-06-29 10:07:24; INFO; Loopback Stream; 6416; 27652] CallLibrary Start
2024-06-29 10:07:24; INFO; Loopback Stream; 6416; 27652] CallLibrary End
2024-06-29 10:07:54; INFO; Loopback Stream; 6416; 9784] CallLibrary Start
2024-06-29 10:07:54; INFO; Loopback Stream; 6416; 9784] CallLibrary End
2024-06-29 10:08:24; INFO; Loopback Stream; 6416; 23416] CallLibrary Start
2024-06-29 10:08:24; INFO; Loopback Stream; 6416; 23416] CallLibrary End
2024-06-29 10:08:54; INFO; Loopback Stream; 6416; 22500] CallLibrary Start
2024-06-29 10:08:54; INFO; Loopback Stream; 6416; 22500] CallLibrary End
2024-06-29 10:09:23; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 10:09:23; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 10:09:24; INFO; Loopback Stream; 6416; 19384] CallLibrary Start
2024-06-29 10:09:24; INFO; Loopback Stream; 6416; 19384] CallLibrary End
2024-06-29 10:09:54; INFO; Loopback Stream; 6416; 31960] CallLibrary Start
2024-06-29 10:09:54; INFO; Loopback Stream; 6416; 31960] CallLibrary End
2024-06-29 10:10:24; INFO; Loopback Stream; 6416; 29204] CallLibrary Start
2024-06-29 10:10:24; INFO; Loopback Stream; 6416; 29204] CallLibrary End
2024-06-29 10:10:54; INFO; Loopback Stream; 6416; 13272] CallLibrary Start
2024-06-29 10:10:54; INFO; Loopback Stream; 6416; 13272] CallLibrary End
2024-06-29 10:11:24; INFO; Loopback Stream; 6416; 18936] CallLibrary Start
2024-06-29 10:11:24; INFO; Loopback Stream; 6416; 18936] CallLibrary End
2024-06-29 10:11:29; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 10:11:29; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 10:11:29; CRITICAL; Utility Plugin; 6416; 12068] OnPowerChange(GUID_CONSOLE_DISPLAY_STATE): eventType:32787, Display is dimmed
2024-06-29 10:11:45; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 10:11:45; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 10:11:45; CRITICAL; Utility Plugin; 6416; 12068] OnPowerChange(GUID_CONSOLE_DISPLAY_STATE): eventType:32787, Display Off
2024-06-29 10:11:45; INFO; Utility Plugin; 6416; 12068] close display, notify bios bitlocker status
2024-06-29 10:11:45; INFO; Utility Plugin; 6416; 12068] Enter NotifyBitLockerStatus()
2024-06-29 10:11:45; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before System Folder
2024-06-29 10:11:45; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After System Folder is C:\Windows\system32
2024-06-29 10:11:45; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before IsBitLockerEnabled()
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Try Get ConversaionStatus
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Finish Get ConversaionStatus
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before release COM
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After release COM
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After IsBitLockerEnabled() = 1
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Enter
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] m_uiPCR7BindingStatus = 3
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Finish, successful
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before Two_WMIMethod_INT()
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] dwBitLockerEnable = 1 ; m_b2023Project = 0 ; m_uiPCR7BindingStatus = 3
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After Two_WMIMethod_INT()
2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] Fail because bios does not support WMI ID 0x00060096

2024-06-29 10:11:46; INFO; Utility Plugin; 6416; 12068] NotifyBitLockerStatus() Finish
2024-06-29 11:39:32; INFO; User Session Manager; 6416; 5828] OnSessionChange Start
2024-06-29 11:39:32; INFO; User Session Manager; 6416; 5828] OnSessionChange End
2024-06-29 11:39:32; ERROR; SoulKey Plugin; 6416; 11676] UserSession:1, OnSessionChange: Event:7
2024-06-29 11:39:34; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 11:39:34; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 11:39:34; CRITICAL; Utility Plugin; 6416; 12068] OnPowerChange(GUID_CONSOLE_DISPLAY_STATE): eventType:32787, Display On
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] open display notiy bios bitlocker status
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] Enter NotifyBitLockerStatus()
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before System Folder
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After System Folder is C:\Windows\system32
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before IsBitLockerEnabled()
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Try Get ConversaionStatus
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Finish Get ConversaionStatus
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before release COM
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After release COM
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After IsBitLockerEnabled() = 1
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Enter
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] m_uiPCR7BindingStatus = 3
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Finish, successful
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before Two_WMIMethod_INT()
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] dwBitLockerEnable = 1 ; m_b2023Project = 0 ; m_uiPCR7BindingStatus = 3
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After Two_WMIMethod_INT()
2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] Fail because bios does not support WMI ID 0x00060096

2024-06-29 11:39:34; INFO; Utility Plugin; 6416; 12068] NotifyBitLockerStatus() Finish
2024-06-29 11:39:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 11:39:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 11:39:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 11:39:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
