2024-06-29 04:49:18; INFO; User Session Manager; 6416; 5828] OnSessionChange Start
2024-06-29 04:49:18; INFO; User Session Manager; 6416; 5828] OnSessionChange End
2024-06-29 04:49:18; ERROR; SoulKey Plugin; 6416; 11676] UserSession:1, OnSessionChange: Event:7
2024-06-29 04:49:20; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 04:49:20; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 04:49:22; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 04:49:22; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 04:49:22; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 04:49:22; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:43:39; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:43:39; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:43:39; INFO; Utility Plugin; 6416; 12068] Enter NotifyBitLockerStatus()
2024-06-29 09:43:39; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before System Folder
2024-06-29 09:43:39; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After System Folder is C:\Windows\system32
2024-06-29 09:43:39; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before IsBitLockerEnabled()
2024-06-29 09:43:40; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Try Get ConversaionStatus
2024-06-29 09:43:40; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Finish Get ConversaionStatus
2024-06-29 09:43:40; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before release COM
2024-06-29 09:43:40; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After release COM
2024-06-29 09:43:40; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After IsBitLockerEnabled() = 1
2024-06-29 09:43:40; INFO; Utility Plugin; 6416; 12068] Becuase bitlocker status is the same, does not need to notify bios

2024-06-29 09:43:40; INFO; Utility Plugin; 6416; 12068] NotifyBitLockerStatus() Finish
2024-06-29 09:43:40; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 09:43:40; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 09:43:41; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 09:43:41; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 09:43:41; INFO; Loopback Stream; 6416; 13144] CallLibrary Start
2024-06-29 09:43:41; INFO; Loopback Stream; 6416; 13144] CallLibrary End
2024-06-29 09:43:41; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 09:43:41; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 09:43:41; CRITICAL; Utility Plugin; 6416; 12068] OnPowerChange(GUID_CONSOLE_DISPLAY_STATE): eventType:32787, Display On
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] open display notiy bios bitlocker status
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] Enter NotifyBitLockerStatus()
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before System Folder
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After System Folder is C:\Windows\system32
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before IsBitLockerEnabled()
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Try Get ConversaionStatus
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Finish Get ConversaionStatus
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before release COM
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After release COM
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After IsBitLockerEnabled() = 1
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Enter
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] m_uiPCR7BindingStatus = 3
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Finish, successful
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before Two_WMIMethod_INT()
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] dwBitLockerEnable = 1 ; m_b2023Project = 0 ; m_uiPCR7BindingStatus = 3
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After Two_WMIMethod_INT()
2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] Fail because bios does not support WMI ID 0x00060096

2024-06-29 09:43:41; INFO; Utility Plugin; 6416; 12068] NotifyBitLockerStatus() Finish
2024-06-29 09:43:45; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:43:45; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:43:46; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:43:46; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:43:46; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:43:46; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:43:46; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:43:46; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:43:52; INFO; User Session Manager; 6416; 5828] OnSessionChange Start
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] SessionChange-Login notify bitlocker status
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] Enter NotifyBitLockerStatus()
2024-06-29 09:43:52; INFO; User Session Manager; 6416; 5828] OnSessionChange End
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before System Folder
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After System Folder is C:\Windows\system32
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before IsBitLockerEnabled()
2024-06-29 09:43:52; ERROR; SoulKey Plugin; 6416; 11676] UserSession:1, OnSessionChange: Event:8
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Try Get ConversaionStatus
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Finish Get ConversaionStatus
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before release COM
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After release COM
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After IsBitLockerEnabled() = 1
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Enter
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] m_uiPCR7BindingStatus = 3
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Finish, successful
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before Two_WMIMethod_INT()
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] dwBitLockerEnable = 1 ; m_b2023Project = 0 ; m_uiPCR7BindingStatus = 3
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After Two_WMIMethod_INT()
2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] Fail because bios does not support WMI ID 0x00060096

2024-06-29 09:43:52; INFO; Utility Plugin; 6416; 12068] NotifyBitLockerStatus() Finish
2024-06-29 09:43:53; INFO; Loopback Stream; 6416; 29180] CallLibrary Start
2024-06-29 09:43:53; INFO; Loopback Stream; 6416; 29180] CallLibrary End
2024-06-29 09:43:54; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:43:54; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:43:55; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:43:55; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:44:23; INFO; Loopback Stream; 6416; 34116] CallLibrary Start
2024-06-29 09:44:23; INFO; Loopback Stream; 6416; 34116] CallLibrary End
2024-06-29 09:44:53; INFO; Loopback Stream; 6416; 14668] CallLibrary Start
2024-06-29 09:44:53; INFO; Loopback Stream; 6416; 14668] CallLibrary End
2024-06-29 09:45:10; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:45:10; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:45:23; INFO; Loopback Stream; 6416; 4484] CallLibrary Start
2024-06-29 09:45:23; INFO; Loopback Stream; 6416; 4484] CallLibrary End
2024-06-29 09:45:27; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:45:27; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:45:27; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:45:27; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:45:53; INFO; Loopback Stream; 6416; 30732] CallLibrary Start
2024-06-29 09:45:53; INFO; Loopback Stream; 6416; 30732] CallLibrary End
2024-06-29 09:46:23; INFO; Loopback Stream; 6416; 27212] CallLibrary Start
2024-06-29 09:46:23; INFO; Loopback Stream; 6416; 27212] CallLibrary End
2024-06-29 09:46:53; INFO; Loopback Stream; 6416; 16408] CallLibrary Start
2024-06-29 09:46:53; INFO; Loopback Stream; 6416; 16408] CallLibrary End
2024-06-29 09:47:23; INFO; Loopback Stream; 6416; 21572] CallLibrary Start
2024-06-29 09:47:23; INFO; Loopback Stream; 6416; 21572] CallLibrary End
2024-06-29 09:47:53; INFO; Loopback Stream; 6416; 30984] CallLibrary Start
2024-06-29 09:47:53; INFO; Loopback Stream; 6416; 30984] CallLibrary End
2024-06-29 09:48:23; INFO; Loopback Stream; 6416; 19400] CallLibrary Start
2024-06-29 09:48:23; INFO; Loopback Stream; 6416; 19400] CallLibrary End
2024-06-29 09:48:53; INFO; Loopback Stream; 6416; 28936] CallLibrary Start
2024-06-29 09:48:53; INFO; Loopback Stream; 6416; 28936] CallLibrary End
2024-06-29 09:49:23; INFO; Loopback Stream; 6416; 31376] CallLibrary Start
2024-06-29 09:49:23; INFO; Loopback Stream; 6416; 31376] CallLibrary End
2024-06-29 09:49:53; INFO; Loopback Stream; 6416; 25244] CallLibrary Start
2024-06-29 09:49:53; INFO; Loopback Stream; 6416; 25244] CallLibrary End
2024-06-29 09:50:23; INFO; Loopback Stream; 6416; 10836] CallLibrary Start
2024-06-29 09:50:23; INFO; Loopback Stream; 6416; 10836] CallLibrary End
2024-06-29 09:50:53; INFO; Loopback Stream; 6416; 18832] CallLibrary Start
2024-06-29 09:50:53; INFO; Loopback Stream; 6416; 18832] CallLibrary End
2024-06-29 09:51:11; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 09:51:11; CRITICAL; Utility Plugin; 6416; 12068] OnPowerChange(GUID_CONSOLE_DISPLAY_STATE): eventType:32787, Display is dimmed
2024-06-29 09:51:11; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 09:51:23; INFO; Loopback Stream; 6416; 21900] CallLibrary Start
2024-06-29 09:51:23; INFO; Loopback Stream; 6416; 21900] CallLibrary End
2024-06-29 09:51:27; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 09:51:27; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 09:51:27; CRITICAL; Utility Plugin; 6416; 12068] OnPowerChange(GUID_CONSOLE_DISPLAY_STATE): eventType:32787, Display Off
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] close display, notify bios bitlocker status
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] Enter NotifyBitLockerStatus()
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before System Folder
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After System Folder is C:\Windows\system32
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before IsBitLockerEnabled()
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Try Get ConversaionStatus
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Finish Get ConversaionStatus
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before release COM
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After release COM
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After IsBitLockerEnabled() = 1
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Enter
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] m_uiPCR7BindingStatus = 3
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Finish, successful
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before Two_WMIMethod_INT()
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] dwBitLockerEnable = 1 ; m_b2023Project = 0 ; m_uiPCR7BindingStatus = 3
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After Two_WMIMethod_INT()
2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] Fail because bios does not support WMI ID 0x00060096

2024-06-29 09:51:27; INFO; Utility Plugin; 6416; 12068] NotifyBitLockerStatus() Finish
2024-06-29 09:56:34; INFO; User Session Manager; 6416; 5828] OnPowerChange Start
2024-06-29 09:56:34; CRITICAL; Utility Plugin; 6416; 12068] OnPowerChange(GUID_CONSOLE_DISPLAY_STATE): eventType:32787, Display On
2024-06-29 09:56:34; INFO; User Session Manager; 6416; 5828] OnPowerChange End
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] open display notiy bios bitlocker status
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] Enter NotifyBitLockerStatus()
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before System Folder
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After System Folder is C:\Windows\system32
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before IsBitLockerEnabled()
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Try Get ConversaionStatus
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Finish Get ConversaionStatus
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before release COM
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After release COM
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After IsBitLockerEnabled() = 1
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Enter
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] m_uiPCR7BindingStatus = 3
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] CheckPCR7Stats() Finish, successful
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: Before Two_WMIMethod_INT()
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] dwBitLockerEnable = 1 ; m_b2023Project = 0 ; m_uiPCR7BindingStatus = 3
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] IsBitLockerEnabled: After Two_WMIMethod_INT()
2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] Fail because bios does not support WMI ID 0x00060096

2024-06-29 09:56:34; INFO; Utility Plugin; 6416; 12068] NotifyBitLockerStatus() Finish
2024-06-29 09:56:36; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:56:36; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:56:36; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:56:36; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:56:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:56:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:56:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange Start
2024-06-29 09:56:37; INFO; User Session Manager; 6416; 5828] OnDeviceChange End
2024-06-29 09:56:53; INFO; Loopback Stream; 6416; 16984] CallLibrary Start
2024-06-29 09:56:53; INFO; Loopback Stream; 6416; 16984] CallLibrary End
2024-06-29 09:57:23; INFO; Loopback Stream; 6416; 5492] CallLibrary Start
2024-06-29 09:57:23; INFO; Loopback Stream; 6416; 5492] CallLibrary End
2024-06-29 09:57:53; INFO; Loopback Stream; 6416; 23432] CallLibrary Start
2024-06-29 09:57:53; INFO; Loopback Stream; 6416; 23432] CallLibrary End
2024-06-29 09:58:23; INFO; Loopback Stream; 6416; 35008] CallLibrary Start
2024-06-29 09:58:23; INFO; Loopback Stream; 6416; 35008] CallLibrary End
2024-06-29 09:58:53; INFO; Loopback Stream; 6416; 30492] CallLibrary Start
2024-06-29 09:58:53; INFO; Loopback Stream; 6416; 30492] CallLibrary End
2024-06-29 09:59:23; INFO; Loopback Stream; 6416; 19068] CallLibrary Start
2024-06-29 09:59:23; INFO; Loopback Stream; 6416; 19068] CallLibrary End
2024-06-29 09:59:53; INFO; Loopback Stream; 6416; 4444] CallLibrary Start
2024-06-29 09:59:53; INFO; Loopback Stream; 6416; 4444] CallLibrary End
2024-06-29 10:00:23; INFO; Loopback Stream; 6416; 13888] CallLibrary Start
2024-06-29 10:00:23; INFO; Loopback Stream; 6416; 13888] CallLibrary End
2024-06-29 10:00:53; INFO; Loopback Stream; 6416; 32952] CallLibrary Start
2024-06-29 10:00:53; INFO; Loopback Stream; 6416; 32952] CallLibrary End
2024-06-29 10:01:23; INFO; Loopback Stream; 6416; 31176] CallLibrary Start
2024-06-29 10:01:23; INFO; Loopback Stream; 6416; 31176] CallLibrary End
